family	gene	coordinates
zf-RING_5	TraAM80_05350	12960-16296
zf-RING_5	TraAM80_04149	35659-37459
zf-RING_5	TraAM80_03433	41506-41962
zf-RING_6	TraAM80_08197	11658-13035
zf-RING_6	TraAM80_06126	22726-23473
zf-RING_6	TraAM80_09524	5653-6298
zf-RING_6	TraAM80_03533	54699-55134
zf-RING_6	TraAM80_02259	30832-31348
zf-RING_6	TraAM80_04437	43296-43998
zf-RING_6	TraAM80_09346	4279-4588
zf-RING_6	TraAM80_02028	21822-23925
zf-RING_6	TraAM80_01526	31250-33785
zf-RING_6	TraAM80_03708	40648-42073
zf-TFIIIC	TraAM80_08275	7322-7982
zf-TFIIIC	TraAM80_00060	130246-131884
zf-UBP	TraAM80_03671	10905-12396
zf-UBP	TraAM80_05480	367-2557
zf-UBP	TraAM80_01563	10133-11324
zf-UBP	TraAM80_06484	13885-15076
zf-UBP	TraAM80_01307	20593-22879
zf-UBP	TraAM80_01988	21880-22981
zf-UBR	TraAM80_09320	4734-8037
zf-UBR	TraAM80_04771	14787-27186
zf-UBR	TraAM80_01140	87735-91575
zf_Hakai	TraAM80_01988	21880-22981
zf_Hakai	TraAM80_01997	45308-47354
ZZ	TraAM80_05521	30144-31413
ZZ	TraAM80_06083	18255-19581
ZZ	TraAM80_00868	66692-71519
ZZ	TraAM80_04771	14787-27186
ZZ	TraAM80_08535	10430-11273
ZZ	TraAM80_02648	24476-28376
ZZ	TraAM80_02671	4704-8538
